Time, xOrient, yOrient, zOrient, xGyro, yGyro, zGyro, xAccel, yAccel, zAccel, CalS, CalA, CalG, CalM, Depth
34334, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34367, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34400, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34433, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34465, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34498, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34534, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34567, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34600, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34633, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34666, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34699, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34735, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34767, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34800, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
34880, 0.00, 0.00, 0.00, 6.75, 153.75, -17.37, -1.35, -0.55, 12.69, 0, 3, 3, 3, -10
34914, 28.87, -83.44, -173.50, 19.12, 222.88, -24.56, 0.80, -3.93, 12.44, 0, 3, 3, 3, -10
34965, 30.87, -73.62, -157.56, 90.00, 327.75, 16.12, -1.09, -1.01, 9.06, 0, 3, 3, 0, -10
35002, 33.63, -61.13, -168.75, 103.37, 329.25, 22.75, -2.20, -2.06, 5.50, 0, 3, 3, 0, -10
35039, 36.88, -52.13, -172.63, 117.50, 291.38, 38.63, -5.60, -1.07, 4.58, 0, 3, 3, 0, -10
35073, 50.50, -41.81, -175.44, 55.56, 259.38, 33.25, -5.58, -0.78, 4.51, 0, 3, 3, 0, -10
35109, 52.25, -34.56, -176.38, 69.56, 237.00, 55.63, -8.60, -0.40, 0.02, 0, 3, 3, 0, -10
35144, 54.19, -26.87, -178.81, 45.25, 174.56, 19.00, -8.34, 1.38, 1.99, 0, 3, 3, 0, -10
35178, 54.75, -22.44, -179.38, 33.06, 141.38, 12.63, -9.16, 0.62, -0.02, 0, 3, 3, 0, -10
35215, 55.31, -18.37, 179.44, 26.62, 77.94, 6.38, -10.11, 0.98, -0.65, 0, 3, 3, 0, -10
35251, 55.44, -16.87, 178.94, 8.81, 43.69, 1.19, -9.87, 1.27, 0.15, 0, 3, 3, 0, -10
35286, 55.50, -15.69, 178.31, 25.25, 27.12, -3.94, -10.24, 2.40, 1.61, 0, 3, 3, 0, -10
35319, 55.19, -15.06, 178.06, -8.69, 14.75, -16.06, -9.54, 1.17, 1.33, 0, 3, 3, 0, -10
35353, 54.81, -14.75, 178.63, -11.50, 2.69, -1.63, -8.87, 0.10, -0.77, 0, 3, 3, 0, -10
35389, 54.88, -14.81, 178.38, 19.44, -8.13, 1.12, -9.72, 1.85, -0.12, 0, 3, 3, 0, -10
35426, 54.31, -16.00, 178.75, -49.75, -42.38, -17.69, -9.14, 0.27, -0.33, 0, 3, 3, 0, -10
35463, 53.69, -18.06, -179.25, -79.94, -86.87, -5.63, -9.08, -1.69, -3.70, 0, 3, 3, 0, -10
35543, 53.88, -34.06, -172.00, -113.75, -283.50, 18.00, -4.15, -2.15, -0.17, 0, 3, 3, 0, -10
35576, 30.06, -45.31, -166.81, -3.31, -310.19, 33.38, -5.03, 0.68, 4.99, 0, 3, 3, 0, -10
35613, 31.37, -53.56, -162.31, -81.75, -290.88, 28.69, -2.78, 0.10, 6.17, 0, 3, 3, 0, -10
35648, 31.37, -62.75, -151.88, 0.19, -270.88, 38.75, -4.31, 2.99, 10.45, 0, 3, 3, 0, -10
35685, 31.12, -70.19, -136.00, -106.87, -219.31, -2.63, -3.17, 0.88, 12.47, 0, 3, 3, 0, -10
35720, 29.25, -73.56, -119.12, -83.69, -183.50, 8.50, -2.18, -1.81, 10.14, 0, 3, 3, 0, -10
35755, 28.37, -74.62, -102.75, -44.63, -107.94, 17.00, -2.55, 0.32, 13.38, 0, 3, 3, 0, -10
35790, 26.94, -74.25, -89.37, -33.25, -64.19, 24.00, -1.56, -1.38, 8.77, 0, 3, 3, 0, -10
