Time, xOrient, yOrient, zOrient, xGyro, yGyro, zGyro, xAccel, yAccel, zAccel, CalS, CalA, CalG, CalM, Depth
19551, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19584, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19616, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19648, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19726, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19759, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19794, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19827, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19860, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19893, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19926, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19959, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
19995, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
20031, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, -10
20067, 0.00, 0.00, 0.00, -1.50, 2.31, -3.06, -0.92, 0.36, 9.61, 3, 3, 3, 3, -10
20101, 342.63, -4.56, -13.13, -0.19, -1.12, -1.56, -1.06, 0.03, 9.24, 3, 3, 3, 3, -10
20133, 342.69, -4.50, -13.13, -0.94, -0.88, -1.19, -1.00, 0.02, 9.68, 3, 3, 3, 3, -10
20168, 342.94, -4.56, -13.06, -0.81, 1.69, 0.00, -1.14, 0.36, 9.09, 3, 3, 3, 3, -10
20207, 343.13, -4.56, -13.06, -2.19, -1.12, -0.81, -1.01, 0.44, 9.48, 3, 3, 3, 3, -10
20241, 343.38, -4.75, -12.13, -1.06, 0.81, -2.50, -1.03, 0.13, 9.38, 3, 3, 3, 3, -10
20278, 343.44, -4.81, -12.19, 3.19, -0.37, -0.69, -0.94, 0.29, 9.17, 3, 3, 3, 3, -10
20458, 343.94, -4.81, -12.00, -0.88, 0.88, 0.31, -1.03, 0.23, 9.50, 3, 3, 3, 3, -10
20491, 344.00, -4.88, -11.94, -4.19, 2.06, -0.69, -0.97, 0.20, 9.37, 3, 3, 3, 3, -10
20529, 344.00, -4.94, -11.56, 0.50, 2.38, 0.88, -1.00, 0.37, 9.37, 3, 3, 3, 3, -10
20568, 344.00, -5.00, -11.50, -1.12, 1.19, -0.88, -1.18, 0.40, 9.51, 3, 3, 3, 3, -10
20601, 344.06, -5.19, -10.88, -0.31, -0.75, -2.38, -1.03, 0.36, 9.13, 3, 3, 3, 3, -10
20635, 344.19, -5.25, -10.63, 3.44, 0.44, -4.06, -0.98, 0.23, 9.47, 3, 3, 3, 3, -10
20670, 344.31, -5.31, -9.81, 1.88, 0.37, -2.06, -1.06, 0.01, 9.24, 3, 3, 3, 3, -10
20706, 344.44, -5.31, -9.31, 0.31, -1.12, -1.00, -1.00, 0.19, 9.51, 3, 3, 3, 3, -10
20740, 344.44, -5.31, -9.38, 2.25, -0.31, -0.50, -0.98, 0.30, 9.42, 3, 3, 3, 3, -10
20780, 344.50, -5.25, -8.69, 1.19, -2.81, -0.56, -0.95, 0.16, 10.04, 3, 3, 3, 3, -10
20813, 344.44, -5.31, -8.63, -3.63, 2.25, 2.63, -1.06, 0.15, 9.43, 3, 3, 3, 3, -10
20847, 344.38, -5.31, -8.63, -1.94, -0.50, 1.94, -1.20, 0.42, 9.47, 3, 3, 3, 3, -10
20882, 344.31, -5.38, -8.38, -3.31, 0.12, 0.37, -1.08, 0.40, 9.50, 3, 3, 3, 3, -10
20917, 344.38, -5.50, -7.88, -2.31, 1.69, -0.19, -1.23, 0.42, 9.33, 3, 3, 3, 3, -10
20951, 344.38, -5.56, -7.75, -1.12, 0.19, -2.25, -1.24, 0.38, 9.17, 3, 3, 3, 3, -10
20987, 344.56, -5.56, -7.75, 1.12, -2.75, -3.56, -0.98, 0.33, 9.29, 3, 3, 3, 3, -10
21067, 345.00, -5.50, -7.19, -0.75, -3.13, -6.00, -0.85, 0.08, 9.75, 3, 3, 3, 3, -10
21102, 345.19, -5.44, -7.13, 0.00, -1.50, -4.94, -0.75, 0.03, 9.87, 3, 3, 3, 3, -10
21136, 345.31, -5.50, -6.81, -1.81, 2.94, -1.63, -0.80, -0.25, 9.66, 3, 3, 3, 3, -10
21172, 345.31, -5.56, -6.19, -2.25, 2.69, 1.31, -0.99, -0.06, 9.83, 3, 3, 3, 3, -10
21206, 345.19, -5.69, -5.50, -0.75, 3.63, 5.06, -1.07, 0.27, 9.81, 3, 3, 3, 3, -10
21240, 345.06, -5.88, -5.19, 5.44, 7.38, 5.38, -0.89, -0.07, 9.50, 3, 3, 3, 3, -10
21274, 344.75, -6.06, -5.50, 15.25, 6.44, 11.50, -1.71, 1.39, 9.61, 3, 3, 3, 3, -10
21309, 344.44, -6.31, -5.75, -16.56, 11.00, 7.13, -2.19, 0.78, 8.24, 3, 3, 3, 3, -10
21342, 344.44, -6.38, -5.31, -7.88, -0.19, -1.12, -1.26, 0.65, 9.13, 3, 3, 3, 3, -10
21374, 344.50, -6.38, -5.25, 5.00, -2.06, -4.63, -1.20, 0.41, 9.12, 3, 3, 3, 3, -10
